C3mCall,r,date,time,address,X,Y
257,Code3Med,2011-01-04,12:58:02,26800BELLFOUNTAIN                                     RDBELLFOUNT      ,7510174.126,318529.0343
258,Code3Med,2011-01-04,13:04:42,2700NWHIGHLAND                                         DRCORVALLIS      ,7520198.78,340630.7688
259,Code3Med,2011-01-04,14:06:35,400SW8thSTCorvallis,7501174.132,335287.2458
260,Code3Med,2011-01-04,14:42:55,3600SEMIDVALE                                          DRCORVALLIS      ,7507673.039,339406.481
261,Code3Med,2011-01-04,14:53:54,3600NWSAMARITAN                                        DRCORVALLIS      ,7491518.539,343978.336
262,Code3Med,2011-01-04,15:23:41,26800BellfountainRDBellfount,7514959.383,329286.2184
263,Code3Med,2011-01-04,15:36:20,600SELILLY                                            AVECORVALLIS      ,7484203.835,351420.9962
264,Code3Med,2011-01-04,15:39:03,31500FERN                                             RDPhilomath,7493406.286,317939.4102
265,Code3Med,2011-01-04,15:39:39,2300NWVAN BUREN                                        AVECORVALLIS      ,7499042.987,343976.4429
266,Code3Med,2011-01-04,15:42:58,3100NWAUTUMN                                           STCORVALLIS      ,7485535.906,349747.2927
267,Code3Med,2011-01-04,15:43:01,900NWREIMAN                                           AVECORVALLIS      ,7475683.953,334731.4249
268,Code3Med,2011-01-04,15:48:01,3600NWSAMARITAN                                        DRCORVALLIS      ,7494876.403,373414.4474
269,Code3Med,2011-01-04,16:04:12,200NECEDAR                                            STADAIR          ,7497140.818,358401.5529
270,Code3Med,2011-01-04,16:59:42,1900NWDIVISION                                         STCORVALLIS      ,7477818.363,345904.7191
271,Code3Med,2011-01-04,17:10:01,300NW23rdSTCorvallis,7495984.892,336731.7274
272,Code3Med,2011-01-04,17:32:02,400S 27TH                                             STPHILOMATH      ,7480499.081,365704.1849
273,Code3Med,2011-01-04,17:32:45,4700SWHollyhockCIRCorvallis,7487936.451,297726.0503
274,Code3Med,2011-01-04,19:54:09,4200NELaurelDRAdair Village,7501378.457,371852.1301
275,Code3Med,2011-01-04,19:54:11,0NWHARRISON                                         STCORVALLIS      ,7523681.773,287222.5094
276,Code3Med,2011-01-04,20:21:51,0SW15thSTCorvallis,7484657.454,380104.5517
277,Code3Med,2011-01-04,20:27:55,5200SWPHILOMATH                                        BLVDCORVALLIS      ,7494900.236,351309.9536
278,Code3Med,2011-01-04,20:38:39,5200SWPHILOMATH                                        BLVDCORVALLIS      ,7494921.814,360168.9317
279,Code3Med,2011-01-04,20:41:33,600SWMADISON                                          AVECORVALLIS      ,7505021.798,330383.0083
280,Code3Med,2011-01-04,20:46:48,700SW10TH                                             STCORVALLIS      ,7496190.064,325529.663
281,Code3Med,2011-01-04,20:59:41,2700NWHIGHLAND                                         DRCORVALLIS      ,7482946.242,326894.0666
282,Code3Med,2011-01-04,21:41:49,2700NEWTON                                           STPHILOMATH      ,7493204.69,320680.8647
283,Code3Med,2011-01-04,21:47:56,800NECIRCLE                                           BLVDCORVALLIS      ,7490853.28,334546.3566
284,Code3Med,2011-01-04,21:55:48,300SEPARK                                             AVECORVALLIS      ,7487062.947,345142.3085
285,Code3Med,2011-01-04,22:17:12,6800NWCONCORD                                          DRCorvallis,7467311.254,340447.4614
286,Code3Med,2011-01-04,22:24:53,4700SWHOLLYHOCK                                        CIRCORVALLIS      ,7478928.286,349651.3413
287,Code3Med,2011-01-04,22:50:10,600MAIN                                             STMONROE         ,7480149.829,349319.0618
288,Code3Med,2011-01-04,22:52:07,1000NWSPRUCE                                           AVECORVALLIS      ,7501886.02,376379.216
289,MVA,2011-01-04,23:06:04,800NW23rdSTCorvallis,7524049.985,341422.1059
290,Code3Med,2011-01-04,23:22:00,0SW2ND                                              AVECORVALLIS      ,7490774.262,327015.7058
291,Code3Med,2011-01-04,23:37:11,100SWMemorialPLCorvallis,7494409.947,365155.8602
292,Code3Med,2011-01-05,00:20:21,0NW9TH                                              AVECORVALLIS      ,7503528.123,354226.9427
293,Code3Med,2011-01-05,00:28:30,200N 13TH                                             STPHILOMATH      ,7469618.695,352367.4122
294,Code3Med,2011-01-05,00:33:02,3600NWSamaritanDRCorvallis,7497098.928,314163.6386
295,Code3Med,2011-01-05,01:00:09,2100NWTaylorAVECorvallis,7488216.623,361570.1182
296,Code3Med,2011-01-05,01:04:11,4700SWHollyhockCIRCorvallis,7494167.249,335393.9424
297,Code3Med,2011-01-05,01:12:13,600NW28thSTCorvallis,7491258.983,339246.7202
298,Code3Med,2011-01-05,01:21:54,900SECENTERPOINTE                                     DRCORVALLIS      ,7495220.322,342611.0102
299,Code3Med,2011-01-05,01:45:34,2500NWGARRYANNA                                        DRCORVALLIS      ,7476735.512,352984.385
300,Code3Med,2011-01-05,02:46:09,400SWWeatherfordPLOSU,7492495.604,349343.7455
301,Code3Med,2011-01-05,02:49:01,400NWELKS                                             DRCORVALLIS      ,7507460.325,372685.1082
302,Code3Med,2011-01-05,03:00:32,400NWELKS                                             DRCORVALLIS      ,7493001.692,355235.7288
303,Code3Med,2011-01-05,03:05:55,2100NWELMWOOD                                          DRCORVALLIS      ,7466084.283,359610.1893
304,Code3Med,2011-01-05,03:11:11,4700SWHollyhockCIRCorvallis,7513698.517,334169.5336
305,Code3Med,2011-01-05,04:01:47,5200SWPhilomathBLVDCorvallis,7478269.48,347643.1118
306,Code3Med,2011-01-05,05:06:22,0S MAIN                                             STPHILOMATH      ,7499846.797,359100.1167
307,Code3Med,2011-01-05,05:12:45,500SW3RD                                              STCORVALLIS      ,7501858.887,363152.2156
308,Code3Med,2011-01-05,05:16:13,3700NWSAMARITAN                                        DRCORVALLIS      ,7502342.378,353807.1924
309,Code3Med,2011-01-05,05:28:37,300SWJeffersonAVECorvallis,7482140.382,365444.3629
310,Code3Med,2011-01-05,06:01:53,200SW5thSTCorvallis,7495634.357,320933.6719
311,Code3Med,2011-01-05,06:05:07,0HIGHWAY 34                                       HWYCorvallis,7489609.479,369644.7667
312,Code3Med,2011-01-05,06:40:44,5600SWWEST HILLS                                       RDCORVALLIS      ,7470855.136,374101.5771
313,Code3Med,2011-01-05,06:47:37,1000NWHAYES                                            AVECORVALLIS      ,7520012.038,322652.9242
314,Code3Med,2011-01-05,07:04:10,1800NWKINGS                                            BLVDCORVALLIS      ,7502478.233,312144.7886
315,Code3Med,2011-01-05,07:39:10,1500SWBirdieDRCorvallis,7501110.856,318984.7969
316,Code3Med,2011-01-05,07:56:50,700N 11TH                                             STPHILOMATH      ,7487344.312,345763.7533
317,Code3Med,2011-01-05,08:04:03,25100WebsterLNMonroe,7486433.78,303742.7573
318,Code3Med,2011-01-05,08:25:00,400NW5TH                                              STCORVALLIS      ,7499396.041,360925.3751
319,Code3Med,2011-01-05,08:26:56,4700SWHollyhockCIRCorvallis,7485872.012,340271.9408
320,Code3Med,2011-01-05,08:33:58,3400SEHathawayDRCorvallis,7482194.513,350271.1817
321,Code3Med,2011-01-05,08:59:39,400NWELKS                                             DRCORVALLIS      ,7484281.288,373956.4237
322,Code3Med,2011-01-05,09:19:31,1200APPLEGATE                                        STPHILOMATH      ,7476467.683,341387.9346
323,Code3Med,2011-01-05,09:21:25,4700SWHOLLYHOCK                                        CIRCORVALLIS      ,7510690.208,324906.6639
324,Code3Med,2011-01-05,09:26:27,1100NW27TH                                             STCORVALLIS      ,7501089.041,344304.9533
325,Code3Med,2011-01-05,09:31:52,300NECONIFER                                          BLVDCORVALLIS      ,7458274.972,334308.8885
326,Code3Med,2011-01-05,09:58:51,2600NWROOSEVELT                                        DRCORVALLIS      ,7499284.095,351339.8157
327,Code3Med,2011-01-05,10:12:34,29400BEAVER CREEK                                     RDPHILOMATH      ,7483154.063,318331.7002
328,Code3Med,2011-01-05,10:27:58,800MAIN                                             STMONROE         ,7477998.957,342161.3479
329,Code3Med,2011-01-05,10:52:38,400SW26TH                                             STOSU            ,7497930.485,345320.3531
330,Code3Med,2011-01-05,12:23:26,3700NWSAMARITAN                                        DRCORVALLIS      ,7503241.821,348347.2155
331,MVA,2011-01-05,12:28:29,500N 12TH                                             STPHILOMATH      ,7505114.049,310287.1942
332,Code3Med,2011-01-05,13:08:51,100NECONIFER                                          BLVDCORVALLIS      ,7503129.561,337309.7432
333,Code3Med,2011-01-05,13:10:48,3600NWSAMARITAN                                        DRCORVALLIS      ,7484588.149,333130.1872
334,Code3Med,2011-01-05,13:29:38,0SE3RD                                              STCORVALLIS      ,7505322.506,338791.899
335,Code3Med,2011-01-05,13:38:55,600NWOAK                                              AVECORVALLIS      ,7486167.983,324110.5599
336,Code3Med,2011-01-05,13:40:19,200NW30TH                                             STCORVALLIS      ,7498784.262,332694.5737
337,Code3Med,2011-01-05,13:40:26,300NECONIFER                                          BLVDCORVALLIS      ,7472309.728,371384.9109
338,Code3Med,2011-01-05,13:49:22,4900SWHOLLYHOCK                                        CIRCORVALLIS      ,7506627.3,338737.3454
339,Code3Med,2011-01-05,13:58:25,4400NWHIGHLAND                                         DRCorvallis,7491027.484,314607.4213
340,Code3Med,2011-01-05,14:01:52,2500SWPICKFORD                                         STCORVALLIS      ,7482813.238,342491.8499
341,Code3Med,2011-01-05,14:07:56,100N 10TH                                             STPHILOMATH      ,7468011.465,342034.5387
342,Code3Med,2011-01-05,14:28:50,1000NWSPRUCE                                           AVECORVALLIS      ,7491106.253,348739.3954
343,Code3Med,2011-01-05,14:31:09,200NEAZALEA                                           DRADAIR          ,7503569.9,385391.8478
344,Code3Med,2011-01-05,14:49:27,100SWWASHINGTON                                       AVECORVALLIS      ,7499792.224,332708.1487
345,Code3Med,2011-01-05,15:12:55,2600NWLEGACY                                           PLCORVALLIS      ,7502461.366,331857.2033
346,Code3Med,2011-01-05,15:36:01,500N 13thSTPhilomath,7486408.642,363411.7496
347,MVA,2011-01-05,15:57:07,200SWTWIN OAKS                                        CIRCORVALLIS      ,7516527.987,355552.681
348,Code3Med,2011-01-05,16:02:52,6600SWPHILOMATH                                        BLVDCORVALLIS      ,7463796.892,387234.4289
349,Code3Med,2011-01-05,16:13:34,3600NWSAMARITAN                                        DRCORVALLIS      ,7509368.706,348212.8728
350,Code3Med,2011-01-05,17:16:03,400SW30thSTOSU,7485109.661,326840.1446
351,Code3Med,2011-01-05,18:22:31,1400SWJEFFERSON                                        WAYOSU            ,7509636.427,323236.5299
352,Code3Med,2011-01-05,18:31:04,100SW4TH                                              STCORVALLIS      ,7483867.482,338694.4151
353,MVA,2011-01-05,18:36:08,0NW9TH                                              STCORVALLIS      ,7499140.603,313071.567
354,Code3Med,2011-01-05,18:46:04,2600NWTaylorAVECorvallis,7502617.282,381031.6876
355,Code3Med,2011-01-05,19:20:13,3400NEOXFORD                                           CIRCORVALLIS      ,7484598.975,364126.922
356,Code3Med,2011-01-05,19:46:34,4700SWHollyHockCIRCorvallis,7504134.787,344457.9895
357,Code3Med,2011-01-05,19:46:59,26800BELLFOUNTAIN                                     RDBELLFOUNT      ,7478212.92,319511.0351
358,Code3Med,2011-01-05,19:52:33,2800NW9TH                                              STCORVALLIS      ,7483332.08,348627.1245
359,Code3Med,2011-01-05,19:55:00,400NWELKS                                             DRCORVALLIS      ,7490362.933,301475.9393
360,Code3Med,2011-01-05,19:56:01,5600SWWest HillsRDCorvallis,7497737.383,340263.9544
361,Code3Med,2011-01-05,20:00:09,300NECONIFER                                          BLVDCORVALLIS      ,7503450.671,322161.6438
362,Code3Med,2011-01-05,20:53:15,0MainSTPhilomath,7470741.937,342095.4849
363,Code3Med,2011-01-05,21:09:31,0SW4TH                                              AVECORVALLIS      ,7486143.785,353293.3883
364,Code3Med,2011-01-05,21:26:22,600SWMADISON                                          AVECORVALLIS      ,7489197.489,279239.106
365,Code3Med,2011-01-05,21:45:52,1800NWARTHUR                                           CIRCORVALLIS      ,7486203.023,345462.2731
366,Code3Med,2011-01-05,21:57:26,29500WESLINN                                          DRCorvallis,7489981.942,329012.181
367,Code3Med,2011-01-05,22:18:52,3600NWSamaritanDRCorvallis,7487922.239,320678.6652
368,Code3Med,2011-01-05,22:20:58,300NECONIFER                                          BLVDCORVALLIS      ,7501108.119,332526.16
369,Code3Med,2011-01-05,23:53:47,1800NWWOODLAND                                         DRCORVALLIS      ,7499426.004,358353.5413
370,Code3Med,2011-01-06,00:08:38,1600NWFORESTGREEN                                      AVECORVALLIS      ,7497586.336,347342.2399
371,Code3Med,2011-01-06,00:23:13,400NWMONROE                                           AVECORVALLIS      ,7494205.853,360319.6445
372,Code3Med,2011-01-06,00:46:20,3200NWGREENBRIAR                                       PLCORVALLIS      ,7494946.312,334140.0033
373,Code3Med,2011-01-06,00:51:51,4700SWHOLLYHOCK                                        CIRCORVALLIS      ,7493036.178,345292.5416
374,Code3Med,2011-01-06,01:14:27,3200NWGREENBRIAR                                       PLCORVALLIS      ,7473516.867,356800.9287
375,Code3Med,2011-01-06,01:19:19,400NWELKS                                             DRCORVALLIS      ,7485697.935,337724.8322
376,Code3Med,2011-01-06,02:05:02,400NWELKS                                             DRCORVALLIS      ,7493165.238,349478.5695
377,Code3Med,2011-01-06,02:10:11,2000NESEAVY                                            AVECorvallis,7505203.913,341156.0306
378,Code3Med,2011-01-06,02:42:25,4600SWRESEARCH                                         WAYCORVALLIS      ,7476605.876,361535.7023
379,Code3Med,2011-01-06,02:47:47,1000NWSEQUOIA                                          AVECORVALLIS      ,7510032.437,337809.8374
380,Code3Med,2011-01-06,02:52:39,5200SWPHILOMATH                                        BLVDCORVALLIS      ,7474567.564,370405.4939
